,PCA_0,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,Class
0,3.992897696558285,-3.380455426676966,-1.9826381349333915,0.6842313387493157,-0.33181157816852747,1.1941421518018918,0.2259467550651204,0.6780501489495172,0
1,-15.145090908943969,14.617883278725056,1.612045362818789,-2.750595041419945,-2.2832522195712537,0.4243981432021853,0.06817077380713865,0.019447917765952283,0
2,-10.015947951305812,1.430150354743635,0.18661764712240658,1.4777301642034844,-1.659161060419584,2.3635953656384023,1.728769300708218,0.48067558612747213,0
3,-12.522366059614292,6.590812136020311,2.1269725379397943,-3.112319329670415,-0.36832654466395853,0.91376241988143,-0.023004157080390275,-0.5270655342782369,0
4,-7.233661128572896,-1.2064365406240558,1.2273182010480517,2.951954056451366,0.19138441568913178,0.9999621263431768,0.13861313217685767,0.48341730724168064,0
5,-12.911390866413756,5.875268563713794,1.416502048207839,-0.7536346143619839,-1.297426600005387,1.054597104883365,0.11238989505044206,-0.37158497665081636,0
6,-15.457781489695147,17.37334011383302,1.496983205918709,-4.998078296714727,-3.790518583316513,0.08824133770339815,0.18443346766307434,0.3645966093284837,0
7,-15.644659908058298,12.691109019529915,2.6491895208108986,-2.9997263366474254,-3.9395742141061856,0.04350002700183131,-0.6385899026477713,-0.5806573719092093,0
8,-16.040429435747072,20.925338285719214,2.0983152474233906,-4.468842687284447,-5.942973355129554,-1.1960395085602058,-0.21126472710283561,1.363375001652466,0
9,-5.867131078915328,-1.849832422857445,-0.9515829763702552,0.8231093644454041,-1.400354064661147,1.7137389674805479,1.0874334111185906,0.4430042506507058,0
10,-8.511448812504074,3.331954913806466,2.060230468308577,-1.3379070911106614,6.1822617027766,-2.788132482726355,-0.21953590692956637,0.3128164308765381,0
11,-15.603824669588768,9.133690363581572,1.2816429368564468,0.08932080657719133,-4.533683110999419,1.323526183031583,-0.03354692601395626,-0.2911088224108338,0
12,-6.425275625690147,-1.7963372995465101,0.7235516650312577,-1.6618389167225085,0.17500644186437508,0.5016091622066977,-0.4922031666216041,-0.5840058659012464,0
13,-10.199540657471173,4.928301981331813,0.8875283911089291,-3.9190001564154624,2.9292262542340586,-1.3855361294118382,0.33567542053532384,-0.4086955574273212,0
14,-8.505697241856314,0.9180717955657318,-0.6267027863982325,-1.5156738604726314,0.6180944605750951,1.1677576907796048,0.5498736855550271,-0.2053116399097672,0
15,11.303753169766964,0.10330252016859151,-1.0031363077193252,-2.3642392951464086,-0.19847264510330764,1.7239777471631008,-1.1777080968165845,1.0627959421335489,0
16,3.6634058457983123,-3.799469134068122,-2.4341243056597808,-0.9963173554809162,-0.1881688249246951,1.1723671846455277,0.04010106291104876,0.5320323247535192,0
17,-12.690068018586874,6.643439946843223,1.4925933890951073,-2.3003301280564203,-0.5403087631972414,0.372563767443143,0.10955447593156165,0.3875013324541706,0
18,-6.572156874078452,-1.6466113307891295,-0.3948322759550996,-1.2744973400771875,0.6487364427715054,-0.5430181353555106,0.16454439815278762,0.26144863846775634,0
19,-8.668864273428888,-0.3152951637499456,4.348676674672856,-2.13619927926319,-0.19514873823609702,-0.6281052585051485,-0.5566133443506007,0.2752685671986541,0
20,3.4912636580828136,-9.13644362649025,11.889853003910844,-1.2153679312896144,-5.714061185533322,-6.0411846411160735,1.213479362489914,1.1619645031630128,0
21,-2.2251702185534015,-3.7381234534128245,-1.5471138389219337,-0.59346292000815,-0.2894880214061313,1.4335973698317246,0.7122988954873957,-0.21714556029319232,0
22,-2.747489385548617,-3.495131822398633,-1.5485502253517867,-0.4095275553249905,0.044890713760746825,-0.20642123197344797,0.521360607017294,-0.11889651116769329,0
23,-8.459233247329527,-0.6557789625803064,2.1490225532769616,1.7485826487047063,0.6137594944529746,-0.7980796809912396,-0.6064615068261554,0.7384713644734179,0
24,5.933328681173094,-3.0270022687747993,-2.423319114038665,-0.8786253426783222,-0.09605152965671837,0.4962413875460192,-0.11115672395564702,0.804263850498229,1
25,-14.326691507559111,12.432741141875667,1.463469358206742,-2.6546858686811428,-0.8895063168586281,-0.06715121884115849,0.3305494567316445,-0.2989229810396593,1
26,-9.280080205856969,1.2080314202683733,-0.5390206458940123,0.6055283266807286,-1.2331668199772028,2.1617029884246564,1.7322374064891721,0.19046248576263514,1
27,-11.089311008011222,4.06610526819553,1.971374921464785,-2.8324765087599846,1.2126924034547555,0.35383463460070463,-0.039499207893889166,-0.852018437334872,1
28,-6.500882221966493,-1.9329939756230508,0.9322373177872989,3.5828227631401153,0.3027334300487997,0.45496151576782085,0.16540985774149675,0.5407687606784406,1
29,-11.73906505057065,3.981400134748413,0.9701480039900742,0.00574568363384631,-0.23943137629159628,0.3749740736186373,0.2526413402851875,-0.6546063921219827,1
30,-14.649115298502782,14.894893564699334,1.2808291217453127,-4.335828984277301,-2.021112330010024,-0.13503837207628822,0.33588244898423847,-0.14955102123042968,1
31,-14.755377444099903,10.118445609902512,2.84960522905836,-2.7016009522830378,-2.4279945266103367,0.021147417141287317,-0.3754645970167543,-0.4985201304000011,1
32,-15.573621421530135,19.519286841519584,1.9318031529711397,-4.88048831882837,-4.712964778503205,-1.4276582676162937,0.19024428885630806,0.6440128091217417,1
33,-4.882356150229471,-2.22409400149436,-1.4494465481310983,0.6168022664316283,-1.2614184524568763,1.5193328957066334,1.1534234664490426,0.7919851261910656,1
34,-7.326374345059649,2.101408197743218,0.31335630003798953,-1.3586162600176679,6.251372752552377,-2.883261308599273,0.47747530551223827,0.08874428235926213,1
35,-14.069421118003707,7.078760416902196,0.5125236182974916,-0.41876975527522586,-3.1807846896032257,1.0997261228194066,0.35181821302185456,-0.49647832100202305,1
36,7.4673573898025944,-2.151433180735699,-2.695185103782325,-0.9392640336367186,-1.009065113663822,-0.1301940242134867,-0.6917054665190379,0.8424248317769014,1
37,-12.778317818041238,6.708988761174382,0.54535955906255,-1.0065748236195082,-0.4318963783930925,-0.16970623360862014,-0.24269423287088765,0.49468731101109564,1
38,-5.484175719758728,-2.1414427781739342,-1.1941161542460845,0.9386024548801922,-2.0106598402668894,1.880521477367583,0.5517090182342703,1.1173236981201755,1
39,-9.945142661763436,2.5057204951304386,0.3130617149911411,-3.0446805250915285,0.8549240578277328,0.4290510696468872,0.15500456486416925,-0.1384461181958525,1
40,-1.894120249221469,-4.034866644634109,0.012638765931787699,3.684285382067168,-0.7149971796840798,-0.1840484234856723,-1.1233898096942545,0.7434526975912069,1
41,-10.121769579489344,2.2444029284246465,0.06430369058016272,-0.5294549827328187,0.014283972431274439,0.31787801048954223,0.37017514047063727,-0.3715106377092714,1
42,-14.03123689249215,12.678958206487536,0.2635148823675373,-4.562982450280765,-1.2182152562911401,-0.22074696999394905,0.9572111479046836,-0.030556995191217684,1
43,-13.318497773751549,6.641616379663537,2.2252074644871294,-2.3744290156447927,-1.1769116519976897,-0.48014977529626135,-0.314614122855994,-1.4333481811023085,1
44,-15.123204688923703,15.874246636311888,-0.3401087867618069,-4.997176528173174,-3.0872758250067243,-1.2081507491842527,1.2976811897568443,-0.5787383235322063,1
45,-1.1837394717419052,-3.3896601575823535,-2.516847641415057,1.156576965547618,-2.3263427241047356,0.7109213158435653,-0.1431649479243755,0.8567996224962486,1
46,-5.9797249347251675,0.8590999635278627,-0.6398635980953677,-2.1732734638009257,6.6202711203753,-2.8190304527542365,0.2927294121608325,0.3627169985875016,1
47,-11.797686193509168,3.369150575856093,0.464262014462601,-0.01268696239229361,-2.346427592657612,0.4116217173261907,-0.24809391369200173,-0.04049618117735543,1
48,8.823605188839293,-1.1884273952500448,-2.2772583577361387,-0.6511890214600131,-1.5749413002794967,0.3723847608471458,-0.8970294825988651,0.6532023950682087,1
49,-12.225920818876524,5.356928833208549,0.5899215540882787,0.2675488855533228,-0.6769037074532518,1.2492051692475012,-1.3395211422180306,0.18174236966381696,1
50,-3.9453317866014155,-2.3577943308615197,-0.34973715419325946,3.3293904744266793,-2.7879197415014487,3.350619339126121,0.16001064267477183,0.8856399750814288,1
51,-8.390582730763722,-0.62788994546922,1.0546689548013966,-2.164263209354547,-0.3831534379906427,0.3680243344881271,-0.822077729134697,0.06304444421451638,1
52,-1.0004341687000022,-3.8791753293861646,0.8421833070662257,5.461578446430986,-0.9692667588171738,1.227714309058995,-1.2233254482548068,1.0523147810329945,1
53,-7.85002523806676,-0.5516936969530679,-0.1647741660543035,0.5586332042457358,-0.5394205783724457,0.4801132519223448,-0.9290333703960414,-0.3844010262822777,1
54,-13.458128187942744,10.35217509830371,-0.28716709931705264,-4.678341037855881,-0.9010945479920833,-0.02080744829580561,0.2988965551713978,0.05448147990283814,1
